Label	Tweet text
1	. @someuser Isn't it great how all those ppl have done a public mea culpa since that didn't happen ?
1	My teacher just gave me an " I feel sorry for you look " I must look really adorable ...
1	:-| Gifted by the God | Improved with Skills | #KarmicThought #WiseWord
1	@someuser oh mature girls
1	@someuser they can use white / maroon xmas trees :)
1	Sure Staff ... Now Hiring . http://someurl
1	Love working and be exhausted all the time
1	I hate when random people get in the hot tub with me #favthings https://t.co/RsjUcgRhJv
0	just our problem - The Express Tribune http://someurl
0	Si Ms . Educ hehehe clear my ignorance : smiling_face_with_heart-shaped_eyes :: face_with_tears_of_joy :
0	#SteveHarvey worships #Obama b / c he doesn't research , then calls every 1 else ignorant . #Fuck this guy . http://someurl #Idiot
1	Can't wait to see all the ig pics of people bragging about what they got #noonegivesafuck
1	330am benedryl runs for an allergic reaction to a drug which literally saves millions of lives every year . #yippee #happiness
0	Quizfreak http://someurl #proud #Brummie over here xxx
1	Just submitted my final paper of the semester . It's only a make-it or break-it on whether I pass the class . No big deal . : expressionless_face :: thumbs_down_sign :
1	Pediatric Grand Rounds on statin therapy and the dyslipidemia of obesity . Breakfast on offer is 2 grand platters of donuts .
1	Me : my stomach is upset . | My stomach : I AM MORE THAN UPSET !
0	@someuser @someuser not bad for a kid from Az . Hockey doesn't work in the desert .
0	Ohio State putting it #OnWisconsin ... No match .
1	Love it when you can see people have read you facebook private message but they just don't reply
0	I need new boots for my birthday .. And by new boots I mean like 3 or 4 pairs : smiling_face_with_open_mouth_and_smiling_eyes :: smiling_face_with_open_mouth_and_smiling_eyes : #ineednewboots #boots
1	The ever so caring @someuser gets to see the siege ending first . Great journalism .
0	@someuser Why don't you Tarmac all the speed humps in The Cut in 1 go instead of bit by bit as the brickwork disintegrates ! |: rocket : Science
1	Go go Power Rangers ! #f2xmasparty http://someurl
1	What a good way to start the New Year .. |
1	Sitting in this hall is fun ! ! : unamused_face :
0	Rodgers needs to go man , didn't think I would ever say it but he has bought some shit players there #good #enough
0	#Bit #Chair #Comfy #Mind #Nope #ikea #decor | Please RT : http://someurl http://someurl
0	I think #Stars are just the most gorgeous things in this world : sparkles :
0	@someuser : @someuser : Me and Cam Newton will be engaged by the end of this year just wait on it lmao " BYYER FOOLISHA " < < good night
0	Lady in red : heavy_black_heart : ️ : sparkles :: kiss_mark :: princess :: dancer :| #ootd #im #the #mom #the #godmother #lol #athenakairalyn #baptism #love ... http://someurl
0	@someuser @someuser I know , right ? Not like the LAPD have anything better to do . This ain't a distraction or nothing . |
0	#Law & OrderSVU where rappers go to act
1	I always LOVED that my family was the last one to open presents
1	Of course I'm not nervous , I'm hyperventilating for fun .
0	@someuser We ll take that bad at all
0	@someuser Haha go to Icelands x
1	I just love it when my knee clicks : smiling_face_with_open_mouth_and_smiling_eyes : : unamused_face :
1	@someuser @someuser " Unity we stand " all white people .
1	@someuser Who France ? Impede free market capitalism ? Socialists ? No ... not France ... #shocker #Uber rocks . Suck it France .
0	#finalsweekgotmelike Ugh . Make it stop . #finals #finalsweek #EWU http://someurl
1	2 a . m . trips to Walmart for mess are always fun .
1	@someuser @someuser @someuser Fuck yeah ! 600 more viewers !
0	@someuser A lot of ingredients . More specifically ... Like a lot a lot
1	So glad y'all can be awesome now ..
0	@someuser @someuser do you wanna cry ? That's how you cry . Omg
0	@someuser @someuser oh aye , I'll give you that ; )
1	Always nice when a 40 year old man you don't know calls you pretty
0	@someuser @someuser I expected some sort of apple quip but that's why you guys do the jokes and I do the news tbh
0	@someuser mostly LRS stores , just depends on who gets what . I'd say I tend to split between @someuser & @someuser
1	Extending trade and not telling the people about the extended trade . Best idea ever !
1	NYPD blog : http://someurl Don't you feel safe and protected ? #ICantBreathe
0	My professors moustache is so uneven , Mohstash would be ashamed right now
1	No reply day ! I mean , week ! | #Happiness
1	Up all night took 4 hour nap I'm ready for work
0	@someuser Can you come shovel my driveway ? You owe me for helping you become the man you are today . #givingback
0	My life on a daily basis #notreally #lcsbeauty #followme #lblogger http://someurl
1	wow they seem to be so turnt
0	@someuser you are sleeping ? Wake up the next AC game has been leaked ! ! ! #ACVictory http://someurl
0	Heaven help the fool who did her wrong
1	I hate plane rides but I wanna go to so many different countries
1	oh lord ! RT @someuser : RT @someuser : Before becoming an actor , Tom Cruise wanted to be a Catholic priest .
1	Not a fun day for my mouth ... Two teeth rebonded , one reengaged , and now I get to have my wisdom teeth out #soexcited
0	Ummm can I please have @someuser for Christmas ? ! Dang he looks great tonight . Why did I not go to this thing tonight ?
1	yet another rainy goshen concert night : umbrella_with_rain_drops :: violin : #surprised
1	Write hundred tweets on Kejriwal every day and then go on to declare that he is irrelevant when it comes to Indian politics !
0	Sinking my teeth in to why the SPS failed in VT
1	While politicians are busy in scuffles #PakArmy is doing their job yet maligned " @someuser : Salute 2 PAKARMY http://someurl "
1	@someuser yay ! ! ! It works #HateWhenThingsDontWorkRight
1	idk what I love more how cold my western civ class is or western civ .
0	Are you excited for the new #Blackberry #Classic #smartphone ? Check out this article by @someuser : http://someurl
0	going http://someurl
0	@someuser on stage at #flzjingleball at the @someuser in #Tampa #iheartradio http://someurl
0	Alright who was dreaming about me last night because I could not for the life of me fall asleep http://someurl
1	isnt it the best when youre really tired then when you finally get in bed youre wide awake ? I LOVE IT
1	Travel and tourism this morning.My favourite lesson whoooo
0	3 But 350 Girl Friends - #DrAmbarish - Upcoming Movies http://someurl
0	@someuser @someuser Can we bring back Youkilis ? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him ? #RedSox
0	" @someuser : AMAZING . I love this team . They scrap and always find a way ! 15-6 " <-- indeed . #dcRising
0	@someuser would wear this #proudly ... size #NZ hahaha
1	San Diego is amazing and I'm never coming home
1	My favorite part of dislocating my shoulder is now being able to feel it roll around in the socket
1	Successful morning doing my essay ... #ChristmasShopping
0	Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans ... http://someurl
0	Gah ! Desperately trying to bust this cold !
1	Yay ! More worthless Windows 8.1 updates . Computer still never sleeps / hibernates on its own . #fixit #fail #Microsoft
1	@someuser your application is already filled up waiting for you to turn 21
0	#MIley #Cyrus #Is #The #Bad #Influence – Sources Say Patrick Schwarzenegger Is ! : Miley Cyrus has been dating ... http://someurl
0	Just watched the last ever one tree hill . I'm an emotional wreck and it's not even 9 o'clock
1	Makes perfect sense to get mad about something that happen 4 + years ago .
0	Are we too young to understand
1	@someuser @someuser Lovely on Carnoustie beach this morning ... | #soggybreeks
0	If this year wld be filled w all these rainy days it wont be so cool a cool way to start e year
0	http://someurl #Landlord collects #Rent from #HoneyBees in #BeeHive ... #Bee #Honey #ItalianBees http://someurl
1	I only bought a few people gifts this year : flushed_face :: flushed_face :: flushed_face :: flushed_face : http://someurl
1	Well done @someuser for making it possible to get emergency messages to a member of staff .
1	Now I remember why I buy books online @someuser #servicewithasmile
1	@someuser I see your response time on your DM's is as good as your phone lines .. just no hold music . Legendary service guys .
1	thanks for clearing everything up Koenig #serialbrady
1	That moment when #BabyBoomer next to you philosophize about the lacking #communication skills of #GenerationY -> #NewWayToCommunicate
1	@someuser your busy staff standing about when people queue #joke http://someurl
1	#Dallas #traffic I sure missed you ! @someuser Downtown Dallas Traffic http://someurl
0	i . e . cutting gov't spending , as Harper has done w / public sector jobs , injures the economy & multiplier effect of those jobs #cdnpoli 2/2
1	@someuser reminds of me of myself when i was younger | |
0	Fear & Loathing in Las Ukras : http://someurl . #Politics #Russia #Ukraine
0	somebody wake me up early tomorrow ive been facing weird aches in my back since early december . , . and why do u think that relates madaka
1	@someuser so funny lolololol
1	@someuser So we can see Reigns do a lame superman punch & a spear ? Gee , can't wait ! #RAW
0	#np #NowPlaying #NowListening #Music Of Dying On Your Birthday by #Senses Fail from the #album : #Let It E ... http://someurl
1	I love cold winter days cause I never know when my car decides not to start : expressionless_face :
1	@someuser @someuser Time to listen to ppl complain bout their lot in life bec they cudnt make themselves anything ? ? ? Yay ! ! !
1	I picked a great night to not want to sleep .
1	It's hot , it's humid & you're wearing uggs . Wow . Nice style !
1	OMG YES . 7:30 FINALS ON A FRIDAY ARE MY FAVORITE . : smiling_face_with_heart-shaped_eyes :: heavy_black_heart : ️ : information_desk_person :
0	@someuser : It's really difficult not to bark back at my pms-ing daughter . When bae tweets about you <
0	@someuser @someuser Kick Raiola out of the league . #Scumbag #RepeatOffender #OneGameIsNotEnough
1	Today is awesome !
1	Oh , joy ! ' Tis the season for " Christmas came early " leads . #DoBetter
0	It's freezing out there & very hazy ... Just want to go home .
1	Can't wait to see that he has not talked to me and that he will never do it .
0	@someuser because I find people with different ideas and ways of life interesting .
0	Just ordered 10 new pairs of underwear from Victoria Secret : smiling_face_with_heart-shaped_eyes : #yay
0	#Big #match #verdict : Tottenham's #Chelsea #loss #was #another #dark #night #at #the ... : There was no end to ... http://someurl
0	@someuser What do you order at Kona Grill ? For " fast food " Sushi , that place is delish .
1	Here's an " It's cold and I had to scrape windows so I'm sad " selfie ... gotta love living that hotel life http://someurl
1	Lol , who throws middle fingers up in pictures anymore ? Oh , you're bad .
0	Day 9 " something your reading " #decemberchallenge #lovehistory #lovenonfiction .. : white_heavy_check_mark : @someuser Our Cosy House http://someurl
1	Climate change redux : CALIFORNIANS experience drought & voted for bonds to cover.Climate changed & now we have most rain in 100 years .
0	@someuser my mom told me not to do it , but I'm fine
1	Look really awake and like I've made an effort today
1	My dove wrapper told me to be mischievous , so if anything happens , that's my extenuating , external attribution to blame #psych
0	@someuser * kisses you cheek * that's enough . im not a love bot .
1	@someuser @someuser So is he banded from wearing the clothes ? #Karma
1	@someuser yeah that's it
1	hula hoops , hot chocolate and law revision . my breaks in work are filled with glamour and fun .
0	They are still trying to decide if it's terrorism ? ? OMG ! #sydneysiege
1	The fandom showing its mature side as always when it's about this kind of topic
1	I love putting Flobeam mechs back together . | |
0	Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs
0	@someuser You are no fun at all !
0	Why I love penguins of Madagascar #humor #reliefcomedy
1	@someuser you'd really want to watch that ! ! #excessivecomsumption !
0	That was a very rememberable new years kiss : face_with_tears_of_joy :: kiss_mark :: heavy_black_heart : ️ #lovemyrelationship
0	480 W crawling at 7:30 am . Great start to Thursday . #CLEtraffic #cleveland #traffic
1	Just realized that the name of the comic sans ' creator means asshole in French #nooffense
0	Is Khallilah Henriques NNN all there ? She mostly sounds blonde , but this morning confirmed it #Ignorant on race relations #Articulate Minority .
1	It's just SUPER to be ignored when you put out a desperate plea .
1	Bhopal victims don't get justice aft 30yrs but don't find place in prime and a man traveling in business cls is prime time news ..
0	This link will be relevant in a couple of days . http://someurl
0	i think BurgerKing is working with the SJWs . my fries are as salty as SJWs about @someuser winning an award
1	I'm over these white hoes
0	Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online http://someurl #IYON #Dancehall
1	It seems that Erdogan sends his best regards to the EU
1	Yay for my family leaving & going to Seneca & leaving me to fend for myself .
1	@someuser Aww , you poor thing , I feel so bad for you being in sunny Florida . I don't know how you can handle it ! ;)
0	@someuser CA $ H tweetin bout #BlackLivesMatter & #ICantBreathe | | NEWSvid - http://someurl | | Start at http://someurl beatsEBT
0	A SMILE is a smile is a smile is a smile is a SMILE IS A MILLION PEOPLE STARING AT YOUR PISSED PANTS MANIC LAUGHTER smile
0	Casper the friendly ghost on 2 levels ! #thingsmichelleobamathinksareracist
0	then there's this @someuser @someuser @someuser @someuser @someuser http://someurl
1	@someuser @someuser Putting 123 between Muhammad and Ali ? I find your own twitter ID quite blasphemic and offending
0	yeah English stop saying Jane's word
0	@someuser what's the law for parking on a residential street , on the opposite side of the road facing the wrong direction ? #curiosity
1	Good job @someuser ... " @someuser : Same-sex marriage harms free speech , new Ontario judge wrote in 2012 http://someurl "
0	Don't forget the true meaning of Christmas :p erson_with_folded_hands :
1	Um , really @someuser ? #nothanks #UVA http://someurl
0	#phillhughes #63 #out we will miss u always respect for u http://someurl
1	@someuser I miss seeing your face and t-Rex hands everyday on Vlogmas : loudly_crying_face :: face_throwing_a_kiss : - Rexemoji : see-no-evil_monkey :
1	Gawd ! I love 9am lectures and 4-6 pm lectures .
1	Wearing my @someuser rangers shirt , flipping off a crowd in his hometown of boston . So much http://someurl
1	Since when did train fare get so expensive ? ? Jesus ! Might aswell of drove ... Shame I'm drinking
1	The city that only sleeps on mass transit . #naptime #isntitironic #donchathink #imnotsure ... http://someurl
0	I hate babysitting when I'm sick because all I wanna do is sleep but I can't :p ensive_face :
0	I now have ZERO resect for DeMarcus Cousins .
0	Uhhh can't sleep someone like n I'll text u my phones dry ass fuck fr #am # a #boring #person
1	Jordan fan here | | : face_with_stuck-out_tongue : - not a hater . http://someurl
1	@someuser y r women considered inferior 2men by society even wen in most of d families 2day men need women 4decision making ! :D
0	@someuser @someuser @someuser That is fine company !
1	Well that's my Becky in London with her nan , an the big girl dan too start her new job tomorrow #feelingabandoned haha
1	It's okay , you know playing loud music during quiet hours is perfectly fine .. #somepplhavetostudy
0	@someuser @someuser were not American it's mum
0	It's beginning to look a lot like ... | | ... Intravenous ! | | #selfie #xmasdo #xmasparty @someuser http://someurl
1	I have such a loving family
0	Probably just scarred the cleaning lady half to death because she didn't know I was home .
1	It's not even 9 and I've already called the cops twice .. Damn I love my job : unamused_face :
0	Oh crap , Mac shutdown corrupted iPhoto so hours of rebuild ahead , so might as well eat and drink ! #FestiveFattyBumBum
1	It's great to hear a bloodcurdling scream at 4 in the morning ...
1	Have successfully avoided everything from season 4 - which I've not seen and there's an S5 one , in my timeline . Thanks Indy !
1	@someuser @someuser And why are these amazingly small opportunities to sustain life going into feeding animals which we then kill ?
0	Can't get over this very British weather ! Remember to check under you cars and wheels for any small animals , they like to hide under cars : cat_face :: dog_face :
1	It is so rewarding to work in a place where the teachers and students have been reduced to nothing but numbers and test scores .
1	Our physics exam was quite fun ... #Prelim
0	Photoset : leupagus : itsxandy : thefingerfuckingfemalefury : sevenpoints : getting paid enough to put up ... http://someurl
0	Officer #Jenny is a single www.MonsterMMORPG . com #entity . cestas follow @someuser #dancing
0	Will #NASA go metric before it inches to Mars ? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://someurl
0	@someuser @someuser @someuser @someuser I'm off to visit great-nephew very ill , only 20 fair
1	anw as long as there's nothing going on with the both of u rn , i can still forgive u but i cant promise to forget
0	#Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://someurl via @someuser
1	Oh and it's a positively balmy 7c
0	I #may or may be #watching #Rockos #Modern #Life ... #ForeverA90sKid #ImNotTheWallabyIusedToBe
1	decided to do a really fun thing , left myself 15 hours to sit an exam and write 3 x min . 1000 word essays
0	@someuser @someuser I accept him the way he is ...
1	@someuser @someuser @someuser I love when the wilfully ignorant embraces hate and still think they hold a moral high ground |
0	@someuser a kiss on the cheek next time is enough :)
1	@someuser No clue what you were talking about ? Well that's a first !
0	a bad game last night . Way to go Packers ! http://someurl
1	@someuser great Christmas .
0	Florida authorities say 1 police officer shot and killed http://someurl #Florida #TarponSprings #TampaBay
0	I was wrong when I thought I will find a way that doesn't lead 2 you
0	@someuser Players are penalized for not playing defense as you're aware . David Ortiz barely above average in ' 14 based on WAR .
1	14 units next semester plus work yes so excited for that ! ! !
1	i need to start going to bed earlier ... smh , goodnight everyone , or should i say goodmorning haha #morning ... http://someurl
0	@someuser try Naheed akhtar & nayyara noor too . gOLD stash .
0	@someuser @someuser I have no idea why Brad would be in the doghouse ...
1	BBC News - ' Skywalker ' passport cancelled because it was ' frivolous ' #trademarks http://someurl
0	@someuser @someuser @someuser Jamie took over my account . Don't worry
1	Finally 2015 will be a worry free year for me .
0	Tomorrow's afternoon #NFL sked in #PanamaCity area : WECP 12p #KCvsPIT , 3:25 p #INDvsDAL ; WPGX 12p #ATLvsNO .
1	@someuser @someuser @someuser no duh . ? Is will owners fire Goodell for it ? My guess he gets a raise #GoodellMustGo
1	@someuser I be surprised at how many ppl have me blocked : weary_face :: weary_face :: weary_face : #ITalkTooMuchShit #YOURSTILLCLOCKINGMETHO #ThatsWhyYourGirlStillFollows
1	#politics is not my cup of tea says #sonakshi @someuser of #lingaa fame . #sonakshi dad #shatru is our top #bjp leader
1	@someuser @someuser @someuser too much of that herb . New trend of potheads contributing to society maybe ? Darn that
0	EXO COMING SOON 2015 | | Better pray this is better with 10 members * sighs * But either way , obssessed fans would still be obssesed . _ .
0	Big 12 fans flocking to support TCU after that OU beat down , Texas loss , and WVU manhandling lol .
0	I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21 . Hit me up , press types .
0	. @someuser I couldn't find the letter in my binder , but I did find these ! http://someurl
1	@someuser @someuser and how many animals does peta kill every year . | #hypocrisy #idiots | might want to point CID inward !
1	I love waking up at 3am feeling like my insides are being chopped into tiny pieces and set on fire . #killmenow : loudly_crying_face :: hocho :: fire :
1	@someuser @someuser sure ! " wow , Nintendo has achieved what Sony already did years ago "
0	#America #continues to show us that it is here for #BlackPeople even though http://someurl
1	hmmm . I do wonder why Astec has one fewer employee ? #lol
1	@someuser @someuser I'm sure you're all inconsolable
0	Listening to the rain in bed #Peacefull : umbrella_with_rain_drops : ️ : splashing_sweat_symbol :: droplet :: splashing_sweat_symbol :
1	Yay for getting pink eye again ! #whyme
1	wow what great banter from @someuser
1	" DNA from Richard III has thrown up a surprise : evidence of infidelity in his family tree . " http://someurl | | Well I'm SHOCKED .
1	Isn't it great to sleep 5 hours and feel like a million bucks ? #gettingold
0	@someuser @someuser I honestly haven't a clue . I'd hope there were some since the surveillance cams I've seen show barely anything
1	People who don't get : you are THE BEST !
0	I liked a @someuser video http://someurl NEW Chocolate Bar Palette Review | Semi Sweet vs . Original
1	Can't wait for my 7:30 am #dental appointment tomorrow ! | Oh time please speed through today ! !
0	@someuser @someuser " I can't look at a bridge without crying now . "
1	Love how I can never fall asleep #insomnia
0	@someuser what for ? waste of time ... :)
0	Can we trade McCain ? Biden helps Republicans more than McCain . In any other time , McCain would be a Democrat . | http://someurl
1	Happy Monday ! Hate mondays .
0	Is holding not a rule anymore ?
0	@someuser no doubt . And we wonder why Xmas makes ppl crazy ? !
0	@someuser : @someuser It did get yo lazy butt outta bed , didn't it now . Thanks for proving my point !
0	its not that so much as his lies and deceit , @someuser @someuser @someuser @someuser @someuser
0	I liked a @someuser video from @someuser http://someurl WWE 2K15 ( PS4 ) My Career Mode Ep : #12 : " TRIPLE THREAT " | WWE 2K15
1	Hey , @someuser . DenialCSGO decided that they want to replace @someuser and I'm their new player . #NAShuffle Nobody is safe . #CSGO
0	This time change is crazy . Everyones all up here like woohoo its 11am lets live life ! & I'm like it is 5am & I have not slept at all yet .
1	Why isn't there a playoff legend Romo ? @someuser
0	#Palestinian #Authority - - #Abbas #trades #stalemate for #confrontation in #ICC #move . http://someurl via @someuser
0	@someuser @someuser thnx all sorted now .. #kids #happy : smiling_face_with_smiling_eyes : .. Thanks again @someuser for trying to help most of all thaku for replying
0	How to know when he really loves you . #tmi #imsorry #chickfila http://someurl
1	Damit , this fatima bhutto has an instagram account but not pics of her . Some random shit ... and then ppl i follow keep posting pics .
1	I love how today is going
0	Tribute to a brave elephant simply defending his family . http://someurl
0	@someuser so I gave up and am now heading for bed orz
1	So nice to have a final before the sun is even up : smiling_face_with_smiling_eyes :
1	so @someuser still waiting , my son is very happy enjoing his christmas gift ... i cant understand how u didn't prevent this ...
0	Count Pushkin to End this fvckin night smh
0	Home finally ! What a way to start the christmas break ! ! ! : thumbs_up_sign :: ok_hand_sign :
0	@someuser @someuser @someuser You're arguments are obviously very impacted by the fact this family were TSI in appearance .
1	@someuser I just got my tonsils out #lovinglife .. Good luck ! !
0	The counter argument ... RT @someuser : If OSU lost last night , Baylor would be in & we'd all be talking about benefits of no Big 12 champ .
1	Oh we get to see The Queens Garden on #itv after she addresses the nation . Just what I always wanted : flushed_face :
1	Oh how I love fainting randomly
1	@someuser | My Jambo buddy sees a more Scottish identity emerging for HMFC . | The John Wilson types can travel to Govan . |
1	It's such a joy to wake up sick again and not be able to use the one arm I do everything with .
0	Photo : #Say it loud say it #proud ! #Nope #never ! a quitter and will never #be ... #always #winning even ... http://someurl
1	#Love is far more important than #money ! | The problem is , you only know it once you have money ! | #life #humanity
0	@someuser : grinning_face_with_smiling_eyes : contrary to this ... I'm wide awake ( caffeine injected consciousness ) : flushed_face :
1	Many of the best ideas come from having fingers too fat for your keyboard . #nimble #agile
0	Time for my babies and I to take this medicine so we can get better : face_with_medical_mask :
1	Yet another out of a million doctor visits tomorrow ... so.stoked .
0	http://someurl #TeenAnalCasting #2003 2003 Ford F - 150 XLT Mulberry FL 33860
0	Been the problem , actually . RT @someuser : @someuser tough road trip . cant win em all but coaching has not been strong .
1	Rolls-Royce , as envisioned by the wonderful people at Mansory #rollsroyce #purple #customcar http://someurl
1	IT'S DEFINITELY NOT FRIDAY . THE REASON IS : It's Tuesday ~ ! Yesterday it was Monday so why should it be Friday .
0	@someuser you have never seen me
1	Last day of school it was so much fun but not much people came . what a shocker
0	Besides some overpriced holiday candles , I haven't seen one #CyberMonday deal worthwhile today . Brutal .
1	This is the weather i just love walking to work in #worst #weatherbomb
0	The #AdvancedWarfare campaign was only 6 hours - _ - | PS : It's still better than BF4 ' s campaign tho ( that I didn't finish ) :p
1	Nothing like waking up to 50 + financial formulas ! Yay , for corporate finance comprehensive finals ! #finalsweek
1	I picked a great week to start a new show on Netflix . #HellOnWheels
0	Bday lily painting for @someuser :p urple_heart : http://someurl
1	. @someuser Yup . That's exactly how we do it
1	@someuser but it wasn't as bad as that picture seemed to indicate . You're still a very horrible person .
0	just like that http://someurl
1	Can't believe @someuser is even considering renaming the Academic Building after Perry ... b / c he did so much great stuff for public educ ?
1	That's nice .
0	Check Out this YouTube channel : https://t.co/4t87VM36Y5
1	It's been a great week for dictators . Congrats North Korea and Cuba .
1	My boy has another cold and spent the night coughing and sneezing all over me #sexy
0	@someuser have you heard back yet ? !
0	Went to check on 10 cause it was way late for sleeping and BAM she was never here . Why did no1 find it important to tell me this ? ? ?
1	The whole world can never get me on my level
1	@someuser y'all are doing a great job at keeping people safe
0	i dont think it would matter , metric or english , he doesnt understand math @someuser @someuser
0	Wings ? I don't have wings ! | " Of course not ... You're a boy ! "
1	The UofL student ticket policy is such a well thought out plan , good job SGA . #ihateyou
0	: fisted_hand_sign : #fistbump #positive #focus #starve #distractions #werk #motivation #createpath #uplift #success ... http://someurl
0	Rants about being pregnant and judged for buying a bottle of wine . Poses weekly for belly pics in front of wine rack . or #fail ?
1	@someuser get around them
0	@someuser oh right do you know John Parker the pisshead @someuser
0	#FEMALECONDOMS | #herpes is #curable , it #can #be #managed .. http://someurl
1	What an eventful weekend
1	@someuser @someuser Awesome destination site . High population of 136k , super easy to get to , lots of great sites . Will do well there ! .
0	Kyle it won't let me @someuser you ? But yeah , we are grown ass men with fast cars . Who gives af lol . And bring it to my room hooah ? See ya in a bit .
0	@someuser that's where you are wrong , I can just watch his films and not follow him on Twitter .
0	@someuser @someuser I can't remember the last time I saw a newish GTi and have only ever seen 1 Golf R . What has changed ?
0	I really really want apple pie boilo
0	@someuser @someuser This sounds high , but is safe for short term use . It dramatically increases antimicrobial peptides in the blood .
1	Ostentatious " a showy display designed to impress " . Thats the word I immediately think of when I see a woman feeding her child ! #Idiot
1	@someuser @someuser For Queen and country yet they go down and destroy an English city and attack English police lol
0	Congrats still SASMVT for a good run . Ulitin nalang ulit ang 6 - peat next year :)
0	She's in Malawi and I'm stuck in joburg fair http://someurl
0	If someone could come give me a massage that would be gr8
0	I have #OTH playing in the back ground at work ... ohhh #naughty :p but #FUN
1	my favorite thing to do on Tuesday is write psychology papers : neutral_face : #killme
1	Yay for early morning protestors ! #heavyamountsofsarcasm
1	" @someuser : Arizona Coyotes forge deal with BMW http://someurl " But , relocation ! ! !
0	@someuser hello , can you give me an guess when Xbox core services will be fixed ?
1	@someuser Joel Olstein , a man who hardly ever mentions Jesus in his sermons , is going to talk about the meaning of Christmas ?
1	#ready for doing #business today : smiling_face_with_open_mouth_and_smiling_eyes : : see-no-evil_monkey : #tiredashell #coffeecoffeecoffee #morecoffee # ... http://someurl http://someurl
0	I dont understand tlist as I dont read inamorata I only read inamorato lmao #sorry or prob lol
1	She did two marijuanas and look what happened . Don't #LegalizeIt . #Merica ( ) http://someurl
1	... @someuser slaying in Igloo Australia's home country lol RT > @someuser : Nicki is SLAYING New Zealand ! http://someurl
0	See , this is why you shouldn't use version control ! #notjustWordPress ... | | http://someurl
1	Less than 5 hours sleep , fantastic : grinning_face_with_smiling_eyes :
0	@someuser wesay Yar her date was good : winking_face : I guess she ( in first meeting ) wanted to b seen with a girl or smth ( in hindsight I found her mashkook )
0	@someuser sorry , missed off my tag from the end of my tweet
1	I love it when adults act like children . | | #eyeroll
1	I feel faint after chasing a whippet and Lily , Libby , Gabby , Millie the cats who were playing chase in the garden #AintItFun ! ! #notfun
0	" @someuser : Adorable little white tiger http://someurl "
1	I asked God to protect me from my enemies a long time ago .. short after I started losing friends or #naah
1	@someuser Aren't humans the ones who are playing the sport ?
0	@someuser @someuser @someuser @someuser @someuser @someuser @someuser not now guys finals : hundred_points_symbol :
1	K should give us a famous bf , some fan need an entertainment apparently
1	@someuser That'll work ... #HellBeFiredinElevenMonths
0	Didnt have no time to wake and bake this mornin winnin :p outing_face :: face_with_no_good_gesture :
1	Awake this early on my only day off before christmas ... feeling ill banging head , bunged up , shivering ... Just what I need ! ! !
0	It's beginning to look a lot like Christmas ! #timetodecorate #tistheseason http://someurl
1	" Sony Studio Bosses To Employees : Don't Worry , We'll Be Fine " http://someurl I know I'd feel better . http://someurl
1	@someuser @someuser I bet those fairways and greens rival the work of @someuser
1	@someuser haha quite right mate ! They coonty workers have got it aff easy Al tell ye ! Oot here workin like a hamilton accie : man_with_turban : : face_with_tears_of_joy :: face_with_tears_of_joy :
1	Lifes like a bird , its pretty cute until it craps on your head . #Gharwapsi #72HoursOfCrazy #PowerOfFive #lol #AntiConversionLaw
1	@someuser @someuser @someuser this is shallow af , stop discriminating eyes , all eyes are beautiful .
1	@someuser MK1 Shadow Shift was so much fun . @someuser
0	@someuser Pierce had 34 . What's wrong with 36 ?
0	When we stop accepting crumbs in the name of love , only then we can equally appreciate the silence of solitude & festivity of loving .
0	God bless whoever came up with the idea of making coloureds bruh .. not cape colourds thou
0	NEW #HipHop MUSIC : > @someuser - Crack Music : http://someurl #JerseyCity #NJ #NY #BirthOfAWinner
0	" Saturday selfies " miss you guys @someuser @someuser jessica 101xxx mark 8 : face_throwing_a_kiss :: face_throwing_a_kiss :: face_throwing_a_kiss :: face_throwing_a_kiss : kiss each and one ... http://someurl
0	@someuser : If you're loving this game , we've got a few desserts you might enjoy . #Turnovers #OREvsFSU even Arby's is talking smack to FSU
0	Exactly 1 year ago today ! ( via @someuser ) http://someurl http://someurl
0	It was a greaaaat night ! : white_smiling_face : ️ : grinning_face_with_smiling_eyes :
0	@someuser I wonder if they have that in an audio book ...
0	Queens Of The Stone Age no Rock In Rio http://someurl ícias #queensofthestoneage #rockinrio
1	@someuser wants me to get hit by a bus so she can get a 4.0 #bestroomieaward
0	Hold It Bub ! > > http://someurl > > #cartoon #comics #funny #jesus
0	unless he's changed @someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser
0	@someuser Please follow me . I have a technical question . Thanks .
0	morelikes_app #necklace #sweet #you #running #inlove #iphoneonly #igers #russia #sm ... http://someurl http://someurl
0	@someuser no im not mate , yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok
1	: When some archers fight with " supple " bows the way hoplites fight with stiff spears . #Archer = #Hoplite #Bow = #Spear
